"","metal","mv","r.core","r.tidal","conc","log.t","log.rho","s0","v.esc","vhb","e.bv","bv","ellipt","v.t","csb"
"1",1.21171439092429,-1.76178167358695,-0.560638874652783,0.76921635953884,1.36833139564835,-0.2513012472704,1.04481982638729,2.07328418718153,2.24822715804222,-1.69140738900718,-0.964405907828938,-0.386458417046517,-2.27139653018414,-0.632864063885703,-1.69507903419105
"2",0.0438391603084045,0.64755424963463,1.03971529729877,-0.0972576259469186,-1.57137411887359,1.22388540136979,-1.34806189429337,-1.00108866533274,-1.04787829184848,-0.857288676620079,-0.964405907828938,-0.661438444560385,-0.181291336706427,-1.35706933286831,0.923555948010277
"3",0.0438391603084045,-0.79804730429832,-0.560638874652783,-0.51004137010537,0.388429557474371,-0.385409124419509,0.885294378341916,1.2160071417689,1.19178310359007,-0.787778783921154,-0.964405907828938,-0.661438444560385,-1.00761199459296,0.45344383958821,-1.45261283213537
"4",0.433130903847032,-0.316180119654003,0.0795027941278377,-0.0935388534770226,-0.59147228069961,0.687453892773354,-0.390909206021106,-0.202934174776149,-0.29428153300595,0.04633992846595,-0.964405907828938,-0.661438444560385,-0.132684239183689,1.17764910857082,-0.191788581445843
"5",-0.540098454999538,2.33408939588974,3.55455756750835,1.5464398057471,-1.57137411887359,1.62620903281711,-2.94331637474715,-1.62187549132119,-1.58314327943757,3.03526531451974,-0.964405907828938,-0.936418472074253,3.56145517254435,-0.270761429394399,2.8632855644557
"6",0.433130903847032,2.01284460612686,2.0456522053826,1.70634702195262,-1.0814231997866,1.22388540136979,-2.46474003061102,-1.56275293646515,-1.51975663617044,2.54869606562726,-0.964405907828938,-0.661438444560385,3.02677709979424,-1.71917196735962,2.32985991993321
"7",-0.540098454999538,0.0853758675495938,-0.652087684478586,-1.00835688107143,0.143454097930876,-1.05594851016505,1.12458255040998,0.654342870636482,0.621303314185912,3.03526531451974,3.70343082628496,2.9133019131199,2.20045644190771,-0.270761429394399,0.681089745954599
"8",-0.345452583230224,0.00506467010887397,2.82296708890193,2.03731777177336,-1.0814231997866,1.89442478711533,-1.90640096245219,-1.0897724976168,-1.09717901438958,1.64506746054123,-0.653216792221345,-0.661438444560385,1.17970739393022,-1.71917196735962,1.45698159253277
"9",0.238485032077718,-0.717736106857601,-0.697812089391488,-0.420790830827867,1.61330685519185,-1.32416426446326,1.44363344650074,1.06820075462879,1.26925566758323,-0.301209535028676,-0.964405907828938,-0.661438444560385,-0.667362311933801,0.0913412050969057,-1.88905199583559
"10",-0.15080671146091,-0.316180119654003,-0.46919006482698,0.03289941049944,0.878380476561361,-0.385409124419509,0.406718034205783,-0.0255665102080188,0.029694643692709,-0.231699642329753,-0.964405907828938,-0.936418472074253,-0.327112629274639,-1.35706933286831,-0.822200706790605
"11",-1.31868194207679,0.808176644516068,-0.194843635349571,-0.56582295715381,-0.836447740243106,0.151022384176922,-0.470671930043795,-0.764598445908563,-0.794331718779967,-0.231699642329753,-0.342027676613751,-0.936418472074253,0.353386736043685,-1.71917196735962,0.293143822665513
"12",-0.15080671146091,-1.68147047614623,-0.46919006482698,-0.0154446316092074,0.633405017017866,0.0169145070278147,0.885294378341916,2.33933568403372,2.32569972203538,-0.231699642329753,-0.342027676613751,-0.386458417046517,-1.15343328716117,-0.632864063885703,-1.3556263513131
"13",-0.540098454999538,1.12942143427895,4.69766769033089,2.58397732484807,-1.3263986593301,2.02853266426443,-2.70402820267908,-1.47406910418109,-1.45636999290331,2.75722574372404,-0.653216792221345,-0.936418472074253,2.63792031961234,-0.994966698377008,2.47533964116662
"14",-0.345452583230224,-0.0752465273318452,-0.0576704206108667,0.475433334417059,0.143454097930876,0.41923813847514,-0.470671930043795,-0.528108226484389,-0.533742185348437,-1.20483814011471,-0.342027676613751,-0.386458417046517,-0.910397799547488,1.17764910857082,0.293143822665513
"15",-0.540098454999538,1.12942143427895,-0.46919006482698,-0.119570260766294,0.633405017017866,-0.787732755866833,-0.151621033953039,-0.971527387904715,-0.907019084588196,0.254869606562724,-0.964405907828938,-0.936418472074253,0.839457711271059,-0.994966698377008,-0.0463088602124356
"16",-0.734744326768852,-0.155557724772564,0.948266487472966,0.211400489054446,-1.0814231997866,1.35799327851889,-1.10877372222531,-0.616792058768454,-0.702773234060781,-0.718268891222229,0.591539670209029,0.163501637981218,-0.618755214411063,1.53975174306212,1.16602215006595
"17",-0.929390198538166,0.0853758675495938,-0.0119460156979652,1.57990875797616,0.143454097930876,0.41923813847514,-0.630197378089173,-0.764598445908563,-0.737988035875852,-0.648758998523304,-0.964405907828938,-0.936418472074253,-0.375719726797376,-0.270761429394399,0.244650582254378
"18",-1.12403607030748,-0.316180119654003,0.125227199040739,-0.216258344983589,-1.0814231997866,0.821561769922462,-0.390909206021106,-0.0255665102080188,-0.174551206834706,-0.718268891222229,-0.0308385610061579,-0.386458417046517,-0.715969409456538,-0.632864063885703,0.196157341843243
"19",-0.929390198538166,-1.19960329150192,0.216676008866542,2.91494807466881,0.388429557474371,0.955669647071572,-0.390909206021106,0.0926785995040683,0.0930812869598379,0.254869606562724,-0.964405907828938,-1.21139849958812,-0.521541019365588,1.17764910857082,-0.288775062268114
"20",-1.12403607030748,1.04911023683823,4.37759685594058,0.891935851045407,-1.81634957841709,2.16264054141354,-2.46474003061102,-1.38538527189702,-1.39298334963618,0.04633992846595,-0.964405907828938,-1.21139849958812,0.693636418702847,-0.270761429394399,2.13588695828867
