"","gal.long","gal.lat","r.sol","r.gc"
"1",0.916394536737547,-1.53825324946926,-0.544459862736815,-0.171345291197588
"2",-0.107937649316601,-3.07772850509883,-0.316570304603756,0.0677411616362559
"3",0.887468322501317,-1.58531295609223,-0.284918977085276,-0.0637563874223585
"4",0.682337114450797,-1.78877698178569,0.183520670188234,0.438325163528715
"5",0.601714393764919,-1.66213100660915,6.5327769703954,6.39157783909144
"6",0.335288736325956,-1.41506754683852,4.52608280572374,4.73590415321707
"7",0.0203438225136372,-0.298783623561154,0.025264032595832,0.671434455041713
"8",0.857615410326169,-1.02820907621729,1.75342651510486,1.63375742769794
"9",0.510037490521947,-1.19741640370726,-0.0760202154633052,0.372576388999407
"10",0.39565648777548,-1.00052689585083,-0.0127175604263444,0.510051099378868
"11",0.517451074033292,-0.538926538240167,-0.16464393251505,0.312804775790946
"12",0.75945162151077,-0.374217565059749,-0.234276853055707,0.0378553550320253
"13",0.481111276285717,1.46387921127298,4.72865130184202,4.81360725038807
"14",0.726620037389099,0.314030644301283,-0.519138800722031,-0.0876650327057429
"15",0.565242210597498,2.68604747445205,0.259483856232587,0.533959744662252
"16",0.883960108875413,-0.326811831182192,-0.525469066225727,-0.201231097801819
"17",0.874891707616,1.26249134910701,-0.227946587552011,-0.0518020647806663
"18",0.901170213455321,-0.262104734575599,-0.468496676692462,-0.213185420443511
"19",1.09557820249836,2.77497647887929,0.33544704227694,0.49211961541633
"20",1.11351642688742,2.74694827125825,0.164529873677146,0.342690582395177
"21",0.937576203912819,0.533065896450872,-0.506478269714639,-0.237094065726896
"22",-0.82897483850483,2.73864361714831,-0.177304463522442,0.0976269682404864
"23",0.954190574103423,0.38081390443536,-0.221616322048315,-0.195253936480973
"24",-0.829504380184212,2.56147766280299,0.164529873677146,0.324759098432638
"25",1.15674026646696,1.71959335240812,0.746914300017185,0.581777035229021
"26",1.08293539490312,1.06560184125058,1.14572102675004,0.862703617308788
"27",0.925992479676343,-0.693254693783163,0.30379571475846,0.235101678619947
"28",1.09286430139153,0.778745247203176,0.721593238002401,0.420393679566176
"29",1.16163852700124,1.06317965046852,-0.0886807464706973,-0.255025549689434
"30",-1.0828900737684,1.63447064778127,-0.354551897625933,-0.26100271101028
"31",1.05347963898751,0.183232342069774,-0.27858871158158,-0.350660130822972
